"doc_id","text"
"1130312944674148352","Never before in the history of any democracy has an election has been so fiercely fought to remove a Prime Minister instead of electing one <U+261D><U+FE0F>Modi is not a factor.He is a phenomenon! Smell the <U+2615><U+FE0F> coffee folks! @BJP4India"
"1130312940362637312","That 'Game of Thrones' coffee cup has made it to 'Skyrim' https://t.co/NEgTRqFx65"
"1130312939934756865","how white ppl post cups of coffee &amp; get 500 likes."
"1130312933009952769","@HSoat050713 You're going to need iced coffee!"
"1130312932556828672","<U+FF1E>RT
<U+3054><U+3081><U+3093><U+8A00><U+3063><U+3066><U+308B><U+610F><U+5473><U+308F><U+304B><U+3093><U+306A><U+3044>"
"1130308804287983617","<U+6843><U+91CC><U+306E><U+3053><U+3068><U+3092><U+611B><U+3057><U+3066><U+3044><U+308B><U+4EBA><U+306F>5<U+4EBA><U+3044><U+307E><U+3059><U+3002><U+307E><U+3001><U+5618><U+3067><U+3059><U+3051><U+3069><U+3002>
#<U+3042><U+306A><U+305F><U+3092><U+611B><U+3059><U+308B><U+4EBA><U+306F>
https://t.co/KRcNG0GbPn

<U+6843><U+91CC><U+FF62><U+5618><U+304B><U+3088><U+FF01><U+FF63>
<U+30E1><U+30EB><U+30C6><U+30A3><U+FF62><U+5618><U+3067><U+826F><U+304B><U+3063><U+305F><U+266A> <U+6BBA><U+3059><U+3068><U+3053><U+308D><U+3060><U+3063><U+305F><U+266A><U+FF63>"
"1130312794723635202","<U+3053><U+306E><U+5148><U+306F>5<U+6708><U+306E><U+6982><U+5FF5><U+304C><U+5D29><U+308C><U+308B><U+6691><U+3055><U+306B><U+306A><U+308A><U+307E><U+3059> https://t.co/ddPM6kdC6D"
"1130309768461946880","<U+30EA><U+30D7><U+304A><U+8FD4><U+4E8B><U+5F85><U+3063><U+3066><U+3066><U+306D><U+2026><U+FF01>
<U+4ECA><U+30B5><U+30F3><U+30C9><U+30A4><U+30C3><U+30C1><U+982C><U+5F35><U+3063><U+3066><U+308B><U+306E><U+2026><U+FF01>
<U+4ECA><U+30D5><U+30EF><U+30C3><U+30C1><U+30E7><U+306E><U+982C><U+888B><U+306E><U+4E2D><U+306A><U+306E><U+2026><U+FF01><U+FF01>

<U+3082><U+3046><U+3061><U+3087><U+3044><U+5F85><U+3063><U+3066><U+2026><U+FF01>"
"1130309361065086976","<U+30E1><U+30EB><U+30C6><U+30A3><U+306E><U+3053><U+3068><U+3092><U+611B><U+3057><U+3066><U+3044><U+308B><U+4EBA><U+306F><U+3053><U+306E><U+4E16><U+306B><U+306F><U+3044><U+307E><U+305B><U+3093><U+3002>
#<U+3042><U+306A><U+305F><U+3092><U+611B><U+3059><U+308B><U+4EBA><U+306F>
https://t.co/KRcNG0GbPn

<U+30E1><U+30EB><U+30C6><U+30A3><U+FF62><U+50D5><U+306F><U+6843><U+304F><U+3093><U+304C><U+3044><U+308C><U+3070><U+305D><U+308C><U+3067><U+826F><U+3044><U+306E><U+266A><U+FF63>
<U+6843><U+91CC><U+FF62><U+3066><U+3081><U+3047><U+30DE><U+30B8><U+3067><U+6C17><U+6301><U+3061><U+60AA><U+3043><U+3093><U+3060><U+3051><U+3069><U+FF01><U+FF63>

<U+203B><U+30E1><U+30EB><U+30C6><U+30A3><U+306B><U+604B><U+611B><U+611F><U+60C5><U+306F><U+3042><U+308A><U+307E><U+305B><U+3093>"
"1130308008980799488","<U+79C1><U+3082><U+3068><U+30FC><U+308A><U+3068><U+30E1><U+30EB><U+30C6><U+30A3><U+4F5C><U+308A><U+305F><U+307F><U+3042><U+308B>"
"1130308113762963456","<U+8AB0><U+304C><U+8CB7><U+3046><U+306E><U+304B><U+2026>"
"1130307460843986944","<U+30D3><U+30EA><U+30FC><U+3055><U+3093><U+306E><U+30A2><U+30AF><U+30AD><U+30FC><U+2026><U+3060><U+3068><U+2026>(FF<U+5916>)"
"1130307554041405440","<U+304A><U+663C><U+FF5E>"
"1130312916996186112","If you like your coffee hot
Let me be your coffee pot"
"1130312900051054593","Never before in the history of any democracy has an election has been so fiercely fought to remove a Prime Minister instead of electing one <U+261D><U+FE0F>Modi is not a factor.He is a phenomenon! Smell the <U+2615><U+FE0F> coffee folks! @BJP4India"
"1130312885891153926","<U+0645><U+0631><U+0629> <U+0642><U+0647><U+0648><U+0629> <U+0634><U+0627><U+0641><U+062A> <U+0635><U+0627><U+062D><U+0628><U+062A><U+0647><U+0627> <U+0632><U+0639><U+0644><U+0627><U+0646><U+0629> <U+0642><U+0627><U+0644><U+062A><U+0644><U+0647><U+0627> coffee <U+0639><U+0646> <U+0627><U+0644><U+0628><U+0643><U+0627><U+0621>"
"1130312881659088897","<U+0641><U+064A><U+0647> <U+0642><U+0647><U+0648><U+0647> <U+0632><U+0639><U+0644><U+062A> <U+0645><U+0646> <U+0635><U+062F><U+064A><U+0642><U+062A><U+0647><U+0627> <U+0642><U+0627><U+0644><U+062A> <U+0644><U+0647><U+0627> : coffee <U+0639><U+0646> <U+0627><U+0644><U+0647><U+0631><U+0627><U+0621> <U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647><U+0647>"
